case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,first_fraud_txn_id,n_txns,exposure_usd,report_filed,analyst_notes,actions_taken
CC-1657,C00956,C00956-K1,2016-08-04 12:22:11,2016-08-06 22:22:11,confirmed_fraud,out_of_region_use,3139515,2,330.13,No,"Case CC-1657: cardholder C00956 reported unrecognized activity on card C00956-K1. 2 transaction(s) between 2016-08-03 and 2016-08-03 totaling $330.13 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1658,C02897,C02897-K1,2016-08-04 12:31:05,2016-08-09 20:31:05,confirmed_fraud,account_takeover,3139105,2,229.94,No,Case CC-1658: cardholder C02897 reported unrecognized activity on card C02897-K1. 2 transaction(s) between 2016-08-03 and 2016-08-03 totaling $229.94 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1659,C08290,C08290-K2,2016-08-04 12:34:29,2016-08-09 23:34:29,confirmed_fraud,card_not_present_fraud,3140309,1,62.36,No,Case CC-1659: cardholder C08290 reported unrecognized activity on card C08290-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $62.36 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1660,C04248,C04248-K2,2016-08-04 12:48:00,2016-08-05 04:48:00,cleared,none,,1,0.00,No,Case CC-1660: model scored a $60.01 transaction at 0.85. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1661,C00426,C00426-K2,2016-08-04 12:52:04,2016-08-08 17:52:04,confirmed_fraud,card_not_present_fraud,3138920,1,6.25,No,Case CC-1661: cardholder C00426 reported unrecognized activity on card C00426-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $6.25 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-J730GM Build/NRD90M on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1662,C01122,C01122-K1,2016-08-04 13:12:47,2016-08-10 10:12:47,confirmed_fraud,card_not_present_fraud,3141361,1,66.38,No,Case CC-1662: cardholder C01122 reported unrecognized activity on card C01122-K1. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $66.38 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1663,C08391,C08391-K2,2016-08-04 13:14:50,2016-08-07 16:14:50,confirmed_fraud,card_not_present_fraud,3138536,1,12.97,No,Case CC-1663: cardholder C08391 reported unrecognized activity on card C08391-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $12.97 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1664,C04361,C04361-K2,2016-08-04 13:21:54,2016-08-07 22:21:54,confirmed_fraud,card_not_present_new_device,3140025,1,299.94,No,"Case CC-1664: cardholder C04361 reported unrecognized activity on card C04361-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $299.94 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a MacOS on safari generic. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1665,C03047,C03047-K2,2016-08-04 15:22:38,2016-08-09 19:22:38,confirmed_fraud,out_of_region_use,3132369,5,427.17,No,"Case CC-1665: cardholder C03047 reported unrecognized activity on card C03047-K2. 5 transaction(s) between 2016-08-01 and 2016-08-03 totaling $427.17 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1666,C13440,C13440-K2,2016-08-04 16:38:50,2016-08-06 14:38:50,cleared,none,,1,0.00,No,Case CC-1666: model scored a $554.03 transaction at 0.98. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1667,C02147,C02147-K2,2016-08-04 17:00:55,2016-08-06 01:00:55,confirmed_fraud,card_not_present_new_device,3136493,3,249.12,No,"Case CC-1667: cardholder C02147 reported unrecognized activity on card C02147-K2. 3 transaction(s) between 2016-08-02 and 2016-08-04 totaling $249.12 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1668,C12987,C12987-K1,2016-08-04 17:04:27,2016-08-08 07:04:27,confirmed_fraud,card_not_present_fraud,3141247,3,138.46,No,Case CC-1668: cardholder C12987 reported unrecognized activity on card C12987-K1. 3 transaction(s) between 2016-08-04 and 2016-08-04 totaling $138.46 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-A510M Build/NRD90M on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1669,C12517,C12517-K2,2016-08-04 17:08:39,2016-08-05 19:08:39,confirmed_fraud,account_takeover,3123986,4,727.03,No,Case CC-1669: cardholder C12517 reported unrecognized activity on card C12517-K2. 4 transaction(s) between 2016-07-30 and 2016-08-03 totaling $727.03 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1670,C04984,C04984-K2,2016-08-04 17:28:04,2016-08-08 17:28:04,confirmed_fraud,account_takeover,3138828,1,87.09,No,Case CC-1670: cardholder C04984 reported unrecognized activity on card C04984-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $87.09 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1671,C11143,C11143-K1,2016-08-04 17:48:18,2016-08-07 01:48:18,confirmed_fraud,out_of_region_use,3139032,2,311.98,No,"Case CC-1671: cardholder C11143 reported unrecognized activity on card C11143-K1. 2 transaction(s) between 2016-08-03 and 2016-08-04 totaling $311.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1672,C05551,C05551-K2,2016-08-04 19:20:36,2016-08-05 16:20:36,confirmed_fraud,card_not_present_new_device,3138558,1,174.92,No,"Case CC-1672: cardholder C05551 reported unrecognized activity on card C05551-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $174.92 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 9.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1673,C12382,C12382-K1,2016-08-04 19:29:12,2016-08-06 00:29:12,confirmed_fraud,card_not_present_new_device,3140508,1,199.98,No,"Case CC-1673: cardholder C12382 reported unrecognized activity on card C12382-K1. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $199.98 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1674,C12166,C12166-K2,2016-08-04 19:34:11,2016-08-06 09:34:11,confirmed_fraud,card_not_present_new_device,3141339,5,199.90,No,"Case CC-1674: cardholder C12166 reported unrecognized activity on card C12166-K2. 5 transaction(s) between 2016-08-04 and 2016-08-04 totaling $199.90 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on firefox 57.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1675,C01178,C01178-K1,2016-08-04 19:47:50,2016-08-10 05:47:50,confirmed_fraud,card_not_present_new_device,3140257,2,299.86,No,"Case CC-1675: cardholder C01178 reported unrecognized activity on card C01178-K1. 2 transaction(s) between 2016-08-03 and 2016-08-04 totaling $299.86 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1676,C05747,C05747-K1,2016-08-04 20:05:09,2016-08-07 07:05:09,confirmed_fraud,card_not_present_fraud,3141279,1,92.47,No,Case CC-1676: cardholder C05747 reported unrecognized activity on card C05747-K1. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $92.47 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1677,C08727,C08727-K1,2016-08-04 21:16:16,2016-08-07 23:16:16,confirmed_fraud,card_not_present_new_device,3140156,2,899.93,No,"Case CC-1677: cardholder C08727 reported unrecognized activity on card C08727-K1. 2 transaction(s) between 2016-08-03 and 2016-08-03 totaling $899.93 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 10.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1678,C04196,C04196-K2,2016-08-04 21:51:50,2016-08-09 12:51:50,confirmed_fraud,out_of_region_use,3141435,2,234.13,No,"Case CC-1678: cardholder C04196 reported unrecognized activity on card C04196-K2. 2 transaction(s) between 2016-08-04 and 2016-08-04 totaling $234.13 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1679,C11329,C11329-K1,2016-08-04 22:17:28,2016-08-07 16:17:28,confirmed_fraud,account_takeover,3137854,2,101.85,No,Case CC-1679: cardholder C11329 reported unrecognized activity on card C11329-K1. 2 transaction(s) between 2016-08-03 and 2016-08-04 totaling $101.85 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1680,C11855,C11855-K1,2016-08-04 22:21:02,2016-08-05 18:21:02,cleared,none,,1,0.00,No,Case CC-1680: model scored a $75.04 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-1681,C05600,C05600-K1,2016-08-04 22:24:34,2016-08-06 19:24:34,confirmed_fraud,card_not_present_new_device,3139314,1,150.06,No,"Case CC-1681: cardholder C05600 reported unrecognized activity on card C05600-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $150.06 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1682,C09933,C09933-K2,2016-08-04 22:32:03,2016-08-06 20:32:03,confirmed_fraud,out_of_region_use,3143118,1,206.01,No,"Case CC-1682: cardholder C09933 reported unrecognized activity on card C09933-K2. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $206.01 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1683,C00259,C00259-K1,2016-08-04 23:00:42,2016-08-08 22:00:42,confirmed_fraud,card_not_present_fraud,3139941,1,28.19,No,Case CC-1683: cardholder C00259 reported unrecognized activity on card C00259-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $28.19 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-A300H Build/LRX22G on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1684,C10962,C10962-K1,2016-08-04 23:02:18,2016-08-10 18:02:18,confirmed_fraud,card_not_present_new_device,3142437,1,42.91,No,"Case CC-1684: cardholder C10962 reported unrecognized activity on card C10962-K1. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $42.91 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-J105B Build/LMY47V on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1685,C10127,C10127-K2,2016-08-05 00:33:08,2016-08-05 19:33:08,confirmed_fraud,account_takeover,3139342,1,58.99,No,Case CC-1685: cardholder C10127 reported unrecognized activity on card C10127-K2. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $58.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1686,C05029,C05029-K1,2016-08-05 00:37:32,2016-08-06 21:37:32,confirmed_fraud,account_takeover,3142413,2,108.02,No,Case CC-1686: cardholder C05029 reported unrecognized activity on card C05029-K1. 2 transaction(s) between 2016-08-04 and 2016-08-04 totaling $108.02 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1687,C07448,C07448-K1,2016-08-05 00:38:05,2016-08-07 20:38:05,confirmed_fraud,account_takeover,3143151,1,226.07,No,Case CC-1687: cardholder C07448 reported unrecognized activity on card C07448-K1. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $226.07 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-1688,C06742,C06742-K1,2016-08-05 00:58:01,2016-08-06 20:58:01,confirmed_fraud,card_not_present_new_device,3139672,1,149.97,No,"Case CC-1688: cardholder C06742 reported unrecognized activity on card C06742-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $149.97 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1689,C08587,C08587-K1,2016-08-05 01:09:15,2016-08-08 21:09:15,confirmed_fraud,out_of_region_use,3139721,1,135.93,No,"Case CC-1689: cardholder C08587 reported unrecognized activity on card C08587-K1. 1 transaction(s) between 2016-08-03 and 2016-08-03 totaling $135.93 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-1690,C01155,C01155-K2,2016-08-05 01:35:01,2016-08-07 05:35:01,confirmed_fraud,account_takeover,3140120,3,919.83,No,Case CC-1690: cardholder C01155 reported unrecognized activity on card C01155-K2. 3 transaction(s) between 2016-08-03 and 2016-08-04 totaling $919.83 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
