device_profile_id,DeviceInfo,id_30,id_31,id_33
Ilium L1120 Build/NRD90M|UNK|chrome 62.0 for android|UNK,Ilium L1120 Build/NRD90M,,chrome 62.0 for android,
MacOS|Mac OS X 10_13_1|chrome 62.0|1344x756,MacOS,Mac OS X 10_13_1,chrome 62.0,1344x756
Windows|Windows 8.1|chrome 62.0|1280x720,Windows,Windows 8.1,chrome 62.0,1280x720
MacOS|Mac OS X 10_12_6|chrome 61.0|3360x2100,MacOS,Mac OS X 10_12_6,chrome 61.0,3360x2100
XT1650 Build/NCLS26.118-23-13-3|Android 7.1.1|chrome 62.0 for android|2560x1440,XT1650 Build/NCLS26.118-23-13-3,Android 7.1.1,chrome 62.0 for android,2560x1440
SM-T377P Build/NMF26X|Android 7.1.1|chrome 60.0 for android|UNK,SM-T377P Build/NMF26X,Android 7.1.1,chrome 60.0 for android,
Windows|Windows 10|chrome 60.0|1280x1024,Windows,Windows 10,chrome 60.0,1280x1024
rv:48.0|Mac|firefox 48.0|2048x1152,rv:48.0,Mac,firefox 48.0,2048x1152
Windows|Windows 7|chrome 61.0|1280x800,Windows,Windows 7,chrome 61.0,1280x800
Windows NT 6.1|Windows 7|ie|1280x1024,Windows NT 6.1,Windows 7,ie,1280x1024
QTAQZ3 Build/LMY47V|Android 5.1.1|chrome 62.0 for android|UNK,QTAQZ3 Build/LMY47V,Android 5.1.1,chrome 62.0 for android,
Windows|Windows 10|chrome 62.0|1624x1080,Windows,Windows 10,chrome 62.0,1624x1080
Windows|Windows 10|firefox 57.0|1920x1200,Windows,Windows 10,firefox 57.0,1920x1200
Windows NT 6.1|Windows 7|ie|1280x768,Windows NT 6.1,Windows 7,ie,1280x768
rv:11.0|Windows 10|ie 11.0 for desktop|1680x1050,rv:11.0,Windows 10,ie 11.0 for desktop,1680x1050
MacOS|Mac OS X 10_9_5|safari generic|1680x1050,MacOS,Mac OS X 10_9_5,safari generic,1680x1050
MacOS|Mac OS X 10_11_6|chrome|1440x900,MacOS,Mac OS X 10_11_6,chrome,1440x900
Windows|Windows 10|edge 14.0|3000x2000,Windows,Windows 10,edge 14.0,3000x2000
SM-A310M|UNK|chrome 62.0 for android|UNK,SM-A310M,,chrome 62.0 for android,
F5321|UNK|chrome 62.0 for android|UNK,F5321,,chrome 62.0 for android,
MacOS|Mac OS X 10_8_5|safari generic|1440x900,MacOS,Mac OS X 10_8_5,safari generic,1440x900
Windows NT 6.1|Windows 7|ie|1536x864,Windows NT 6.1,Windows 7,ie,1536x864
MacOS|Mac OS X 10_12_6|chrome 62.0|1366x768,MacOS,Mac OS X 10_12_6,chrome 62.0,1366x768
KFTBWI Build/LVY48F|Android 5.1.1|chrome generic|1280x800,KFTBWI Build/LVY48F,Android 5.1.1,chrome generic,1280x800
rv:48.0|Mac OS X 10.6|firefox 48.0|1680x1050,rv:48.0,Mac OS X 10.6,firefox 48.0,1680x1050
SM-G950F Build/NRD90M|UNK|chrome 61.0 for android|UNK,SM-G950F Build/NRD90M,,chrome 61.0 for android,
rv:11.0|Windows 7|ie 11.0 for desktop|1920x1200,rv:11.0,Windows 7,ie 11.0 for desktop,1920x1200
iOS Device|iOS 11.1.2|mobile safari generic|2732x2048,iOS Device,iOS 11.1.2,mobile safari generic,2732x2048
Windows|func|chrome 62.0|1920x1080,Windows,func,chrome 62.0,1920x1080
MacOS|Mac OS X 10_10_5|chrome 62.0|1800x1125,MacOS,Mac OS X 10_10_5,chrome 62.0,1800x1125
Windows|Windows 7|chrome 59.0|1920x1080,Windows,Windows 7,chrome 59.0,1920x1080
M4 SS4453 Build/MMB29M|UNK|chrome 62.0 for android|UNK,M4 SS4453 Build/MMB29M,,chrome 62.0 for android,
Windows|Windows 7|chrome 62.0|1280x960,Windows,Windows 7,chrome 62.0,1280x960
XT1064 Build/MPB24.65-34-3|UNK|chrome 62.0 for android|UNK,XT1064 Build/MPB24.65-34-3,,chrome 62.0 for android,
UNK|Android|chrome|1366x768,,Android,chrome,1366x768
MacOS|Mac OS X 10_12_6|safari generic|1366x768,MacOS,Mac OS X 10_12_6,safari generic,1366x768
Windows|Windows 7|aol|1920x1080,Windows,Windows 7,aol,1920x1080
iOS Device|iOS 9.3.5|mobile safari 9.0|1334x750,iOS Device,iOS 9.3.5,mobile safari 9.0,1334x750
UNK|UNK|mobile safari uiwebview|UNK,,,mobile safari uiwebview,
VS987 Build/NRD90U|Android 7.0|android webview 4.0|2560x1440,VS987 Build/NRD90U,Android 7.0,android webview 4.0,2560x1440
SM-G386T|Android 4.4.2|chrome 62.0 for android|960x540,SM-G386T,Android 4.4.2,chrome 62.0 for android,960x540
SAMSUNG-SM-N920A Build/NRD90M|UNK|chrome 62.0 for android|UNK,SAMSUNG-SM-N920A Build/NRD90M,,chrome 62.0 for android,
LG-H420 Build/LRX21Y|UNK|chrome 61.0 for android|UNK,LG-H420 Build/LRX21Y,,chrome 61.0 for android,
rv:57.0|Mac OS X 10.13|firefox 57.0|5120x2880,rv:57.0,Mac OS X 10.13,firefox 57.0,5120x2880
MacOS|Mac OS X 10_12_5|safari generic|2560x1600,MacOS,Mac OS X 10_12_5,safari generic,2560x1600
Windows|Windows 10|chrome|1366x768,Windows,Windows 10,chrome,1366x768
rv:57.0|Windows 7|firefox 57.0|1600x1200,rv:57.0,Windows 7,firefox 57.0,1600x1200
SAMSUNG SM-J727T1 Build/NRD90M|Android 7.0|samsung browser 5.4|1280x720,SAMSUNG SM-J727T1 Build/NRD90M,Android 7.0,samsung browser 5.4,1280x720
Trident/7.0|Windows 7|ie 11.0 for desktop|2560x1440,Trident/7.0,Windows 7,ie 11.0 for desktop,2560x1440
Windows|Windows 10|edge 16.0|1024x768,Windows,Windows 10,edge 16.0,1024x768
MacOS|Mac OS X 10_7_5|safari generic|1920x1080,MacOS,Mac OS X 10_7_5,safari generic,1920x1080
Windows|Windows 7|firefox 52.0|1920x1080,Windows,Windows 7,firefox 52.0,1920x1080
SAMSUNG SM-G532M Build/MMB29T|UNK|samsung browser 6.2|UNK,SAMSUNG SM-G532M Build/MMB29T,,samsung browser 6.2,
MacOS|Mac OS X 10_12_5|chrome 62.0|3840x2160,MacOS,Mac OS X 10_12_5,chrome 62.0,3840x2160
SM-G925T Build/NRD90M|Android 7.0|chrome 61.0 for android|2560x1440,SM-G925T Build/NRD90M,Android 7.0,chrome 61.0 for android,2560x1440
MacOS|Mac OS X 10_11_6|chrome 59.0|2560x1600,MacOS,Mac OS X 10_11_6,chrome 59.0,2560x1600
NetHelper70|UNK|ie 11.0 for desktop|UNK,NetHelper70,,ie 11.0 for desktop,
Windows|Windows 7|chrome|1920x1080,Windows,Windows 7,chrome,1920x1080
Windows|Windows 10|chrome 62.0|1920x1281,Windows,Windows 10,chrome 62.0,1920x1281
Windows|Windows 7|chrome 62.0|1152x864,Windows,Windows 7,chrome 62.0,1152x864
SM-G930V Build/NRD90M|Android 7.0|chrome 60.0 for android|1920x1080,SM-G930V Build/NRD90M,Android 7.0,chrome 60.0 for android,1920x1080
SAMSUNG SM-G890A Build/NRD90M|Android 7.0|samsung browser 5.4|2560x1440,SAMSUNG SM-G890A Build/NRD90M,Android 7.0,samsung browser 5.4,2560x1440
Windows|Windows 10|edge 16.0|1280x1024,Windows,Windows 10,edge 16.0,1280x1024
D5803 Build/23.5.A.1.291|UNK|chrome 62.0 for android|UNK,D5803 Build/23.5.A.1.291,,chrome 62.0 for android,
MacOS|Mac OS X 10_11_6|safari generic|1680x1050,MacOS,Mac OS X 10_11_6,safari generic,1680x1050
GT-I8190L Build/JZO54K|UNK|chrome 59.0 for android|UNK,GT-I8190L Build/JZO54K,,chrome 59.0 for android,
SM-A510M Build/LMY47X|UNK|chrome 61.0 for android|UNK,SM-A510M Build/LMY47X,,chrome 61.0 for android,
MacOS|Mac OS X 10_11_4|chrome 62.0|1280x800,MacOS,Mac OS X 10_11_4,chrome 62.0,1280x800
Nexus|Android 5.1.1|chrome 62.0 for android|UNK,Nexus,Android 5.1.1,chrome 62.0 for android,
Windows|Windows 7|chrome 61.0|1920x1200,Windows,Windows 7,chrome 61.0,1920x1200
iOS Device|iOS 11.0.3|mobile safari 11.0|2732x2048,iOS Device,iOS 11.0.3,mobile safari 11.0,2732x2048
Windows|Windows Vista|chrome 49.0|1024x768,Windows,Windows Vista,chrome 49.0,1024x768
SM-T580 Build/NRD90M|Android 7.0|chrome 62.0 for android|1920x1200,SM-T580 Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1200
MacOS|Mac OS X 10_11_6|other|1600x900,MacOS,Mac OS X 10_11_6,other,1600x900
Nexus|Android|chrome 62.0 for android|1920x1200,Nexus,Android,chrome 62.0 for android,1920x1200
Windows|Windows 10|firefox 57.0|3440x1440,Windows,Windows 10,firefox 57.0,3440x1440
Windows|Windows 7|firefox 57.0|1280x1024,Windows,Windows 7,firefox 57.0,1280x1024
Windows|Windows 8.1|chrome 60.0|1920x1080,Windows,Windows 8.1,chrome 60.0,1920x1080
MacOS|Mac OS X 10_12_6|safari generic|1600x900,MacOS,Mac OS X 10_12_6,safari generic,1600x900
SM-G900V|UNK|chrome 62.0 for android|UNK,SM-G900V,,chrome 62.0 for android,
MacOS|Mac OS X 10_10_5|chrome 61.0|2560x1440,MacOS,Mac OS X 10_10_5,chrome 61.0,2560x1440
ZEIA8|UNK|chrome 62.0 for android|UNK,ZEIA8,,chrome 62.0 for android,
SM-N920P Build/NRD90M|Android 7.0|chrome 62.0 for android|UNK,SM-N920P Build/NRD90M,Android 7.0,chrome 62.0 for android,
MacOS|Mac|safari generic|2560x1600,MacOS,Mac,safari generic,2560x1600
SM-T550|Android 6.0.1|chrome 62.0 for android|1024x768,SM-T550,Android 6.0.1,chrome 62.0 for android,1024x768
MacOS|Mac OS X 10_9_5|safari generic|2560x1440,MacOS,Mac OS X 10_9_5,safari generic,2560x1440
SAMSUNG SM-J320F Build/LMY47V|UNK|chrome generic|UNK,SAMSUNG SM-J320F Build/LMY47V,,chrome generic,
SAMSUNG SM-G950U1 Build/NRD90M|UNK|samsung browser 5.4|UNK,SAMSUNG SM-G950U1 Build/NRD90M,,samsung browser 5.4,
rv:48.0|UNK|firefox 48.0|UNK,rv:48.0,,firefox 48.0,
UNK|Linux|chrome 62.0|2960x1440,,Linux,chrome 62.0,2960x1440
HTC|UNK|chrome 62.0 for android|UNK,HTC,,chrome 62.0 for android,
MacOS|Mac OS X 10_10_5|chrome 62.0|1600x900,MacOS,Mac OS X 10_10_5,chrome 62.0,1600x900
MacOS|Mac OS X 10_12_6|safari generic|1024x640,MacOS,Mac OS X 10_12_6,safari generic,1024x640
iOS Device|iOS 11.0.2|mobile safari 11.0|2001x1125,iOS Device,iOS 11.0.2,mobile safari 11.0,2001x1125
LG-D693n Build/LRX22G|UNK|chrome 58.0 for android|UNK,LG-D693n Build/LRX22G,,chrome 58.0 for android,
MacOS|Mac OS X 10_7_5|chrome 49.0|1680x1050,MacOS,Mac OS X 10_7_5,chrome 49.0,1680x1050
MacOS|Mac OS X 10_10_5|chrome 63.0|2560x1600,MacOS,Mac OS X 10_10_5,chrome 63.0,2560x1600
MacOS|Mac|chrome 62.0|2560x1600,MacOS,Mac,chrome 62.0,2560x1600
MacOS|Mac OS X 10_12_2|chrome 62.0|1440x900,MacOS,Mac OS X 10_12_2,chrome 62.0,1440x900
iOS Device|iOS 11.0.0|mobile safari 11.0|1136x640,iOS Device,iOS 11.0.0,mobile safari 11.0,1136x640
VS501 Build/NRD90U|Android 7.0|chrome 62.0 for android|1280x720,VS501 Build/NRD90U,Android 7.0,chrome 62.0 for android,1280x720
Linux i686|Linux|firefox|1280x800,Linux i686,Linux,firefox,1280x800
Windows|Windows XP|chrome 49.0|1280x800,Windows,Windows XP,chrome 49.0,1280x800
MacOS|Mac OS X 10_10_5|chrome 61.0|2560x1600,MacOS,Mac OS X 10_10_5,chrome 61.0,2560x1600
SM-G900P Build/LRX21T|Android 5.0|chrome 62.0 for android|1920x1080,SM-G900P Build/LRX21T,Android 5.0,chrome 62.0 for android,1920x1080
es-us|UNK|chrome generic|UNK,es-us,,chrome generic,
SM-N910H|UNK|chrome 62.0 for android|UNK,SM-N910H,,chrome 62.0 for android,
Windows|Windows 10|edge 15.0|1280x800,Windows,Windows 10,edge 15.0,1280x800
SM-G920F Build/NRD90M|UNK|chrome 62.0 for android|UNK,SM-G920F Build/NRD90M,,chrome 62.0 for android,
SAMSUNG|Android 7.0|samsung browser 6.2|2562x1442,SAMSUNG,Android 7.0,samsung browser 6.2,2562x1442
iOS Device|iOS 10.2.0|mobile safari 10.0|2208x1242,iOS Device,iOS 10.2.0,mobile safari 10.0,2208x1242
CHC-U03 Build/HuaweiCHC-U03|UNK|chrome 56.0 for android|UNK,CHC-U03 Build/HuaweiCHC-U03,,chrome 56.0 for android,
SM-T560 Build/KTU84P|UNK|chrome 62.0 for android|UNK,SM-T560 Build/KTU84P,,chrome 62.0 for android,
Windows|Windows 10|firefox 57.0|1680x1050,Windows,Windows 10,firefox 57.0,1680x1050
iOS Device|iOS 11.0.0|mobile safari 11.0|2208x1242,iOS Device,iOS 11.0.0,mobile safari 11.0,2208x1242
MotoE2(4G-LTE|UNK|chrome generic|UNK,MotoE2(4G-LTE,,chrome generic,
SM-G935P Build/NRD90M|Android 7.0|chrome 61.0 for android|1920x1080,SM-G935P Build/NRD90M,Android 7.0,chrome 61.0 for android,1920x1080
iOS Device|iOS 11.1.0|mobile safari 11.0|2224x1668,iOS Device,iOS 11.1.0,mobile safari 11.0,2224x1668
LG-H542 Build/LRX22G|UNK|chrome 62.0 for android|UNK,LG-H542 Build/LRX22G,,chrome 62.0 for android,
Touch|UNK|ie 11.0 for desktop|UNK,Touch,,ie 11.0 for desktop,
Windows|Windows 7|chrome 62.0|1280x1025,Windows,Windows 7,chrome 62.0,1280x1025
Moto G (5) Build/NPP25.137-82|UNK|chrome generic|UNK,Moto G (5) Build/NPP25.137-82,,chrome generic,
UNK|UNK|mobile safari 8.0|UNK,,,mobile safari 8.0,
LG-X230 Build/MRA58K|UNK|chrome 62.0 for android|UNK,LG-X230 Build/MRA58K,,chrome 62.0 for android,
LG-K371|Android 7.0|chrome 62.0 for android|1280x720,LG-K371,Android 7.0,chrome 62.0 for android,1280x720
SM-N950U Build/NMF26X|Android 7.1.1|chrome 62.0 for android|2961x1442,SM-N950U Build/NMF26X,Android 7.1.1,chrome 62.0 for android,2961x1442
SM-G900P Build/MMB29M|Android 6.0.1|chrome 62.0 for android|1920x1080,SM-G900P Build/MMB29M,Android 6.0.1,chrome 62.0 for android,1920x1080
UNK|Android|chrome 60.0|855x480,,Android,chrome 60.0,855x480
Windows|Windows 10|chrome 63.0|1920x1080,Windows,Windows 10,chrome 63.0,1920x1080
iOS Device|iOS 10.1.1|mobile safari 10.0|2048x1536,iOS Device,iOS 10.1.1,mobile safari 10.0,2048x1536
Windows|Windows 10|edge 13.0|1680x1050,Windows,Windows 10,edge 13.0,1680x1050
Windows|Windows 10|chrome 59.0|1920x1200,Windows,Windows 10,chrome 59.0,1920x1200
Trident/7.0|Windows 7|ie 11.0 for desktop|1360x768,Trident/7.0,Windows 7,ie 11.0 for desktop,1360x768
F3113 Build/33.3.A.1.97|UNK|chrome 62.0 for android|UNK,F3113 Build/33.3.A.1.97,,chrome 62.0 for android,
iOS Device|iOS 11.1.1|mobile safari 11.0|2732x2048,iOS Device,iOS 11.1.1,mobile safari 11.0,2732x2048
rv:56.0|Windows 7|firefox 56.0|1920x1080,rv:56.0,Windows 7,firefox 56.0,1920x1080
MacOS|Mac OS X 10_13_1|chrome 62.0|1366x1024,MacOS,Mac OS X 10_13_1,chrome 62.0,1366x1024
SM-T560NU Build/MMB29M|Android 6.0.1|chrome 61.0 for android|1280x800,SM-T560NU Build/MMB29M,Android 6.0.1,chrome 61.0 for android,1280x800
MacOS|Mac OS X 10_11_6|chrome 62.0|2560x1440,MacOS,Mac OS X 10_11_6,chrome 62.0,2560x1440
MacOS|Mac OS X 10_12_6|chrome 62.0|1680x1050,MacOS,Mac OS X 10_12_6,chrome 62.0,1680x1050
SAMSUNG SM-A520F Build/NRD90M|UNK|samsung browser 6.2|UNK,SAMSUNG SM-A520F Build/NRD90M,,samsung browser 6.2,
MacOS|Mac OS X 10_13_1|chrome 61.0|1280x1024,MacOS,Mac OS X 10_13_1,chrome 61.0,1280x1024
rv:48.0|Mac|firefox 48.0|2560x1600,rv:48.0,Mac,firefox 48.0,2560x1600
UNK|UNK|chrome 58.0|UNK,,,chrome 58.0,
Windows|Windows 8.1|chrome 62.0|1680x1050,Windows,Windows 8.1,chrome 62.0,1680x1050
iOS Device|iOS 11.0.3|mobile safari generic|2048x1536,iOS Device,iOS 11.0.3,mobile safari generic,2048x1536
MacOS|Mac OS X 10_8_5|safari generic|2560x1440,MacOS,Mac OS X 10_8_5,safari generic,2560x1440
Windows|Windows 7|ie 11.0 for desktop|1680x1050,Windows,Windows 7,ie 11.0 for desktop,1680x1050
Windows|Windows 7|firefox 57.0|1024x768,Windows,Windows 7,firefox 57.0,1024x768
Windows|Windows Vista|firefox 52.0|1366x768,Windows,Windows Vista,firefox 52.0,1366x768
MDDRJS|Windows 10|ie 11.0 for desktop|1920x1080,MDDRJS,Windows 10,ie 11.0 for desktop,1920x1080
MacOS|Mac OS X 10_12_1|safari generic|1920x1080,MacOS,Mac OS X 10_12_1,safari generic,1920x1080
SM-P600 Build/LMY47X|UNK|chrome 62.0 for android|UNK,SM-P600 Build/LMY47X,,chrome 62.0 for android,
HTC U11 Build/NMF26X|UNK|chrome 62.0 for android|UNK,HTC U11 Build/NMF26X,,chrome 62.0 for android,
rv:52.0|Windows 8.1|firefox 52.0|1920x1080,rv:52.0,Windows 8.1,firefox 52.0,1920x1080
rv:56.0|Mac OS X 10.10|firefox 56.0|2560x1600,rv:56.0,Mac OS X 10.10,firefox 56.0,2560x1600
Windows|Windows 7|firefox 57.0|1280x800,Windows,Windows 7,firefox 57.0,1280x800
KFAPWI Build/KTU84M|Android|chrome generic|2560x1600,KFAPWI Build/KTU84M,Android,chrome generic,2560x1600
MacOS|Mac OS X 10_12_3|chrome 62.0|2880x1800,MacOS,Mac OS X 10_12_3,chrome 62.0,2880x1800
rv:11.0|Windows 7|ie 11.0 for desktop|1280x1024,rv:11.0,Windows 7,ie 11.0 for desktop,1280x1024
G3313|UNK|chrome 62.0 for android|UNK,G3313,,chrome 62.0 for android,
Trident/7.0|Windows 8.1|ie 11.0 for desktop|1920x1200,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1920x1200
Windows|Windows XP|chrome generic|1920x1080,Windows,Windows XP,chrome generic,1920x1080
iOS Device|iOS 10.3.2|mobile safari 10.0|1136x640,iOS Device,iOS 10.3.2,mobile safari 10.0,1136x640
UNK|Android|chrome 62.0|960x540,,Android,chrome 62.0,960x540
Windows|Windows 10|chrome 62.0|1360x768,Windows,Windows 10,chrome 62.0,1360x768
rv:52.0|Windows 7|firefox 52.0|1440x900,rv:52.0,Windows 7,firefox 52.0,1440x900
AX920|UNK|chrome 62.0 for android|UNK,AX920,,chrome 62.0 for android,
Windows|Windows 7|chrome 59.0|1600x900,Windows,Windows 7,chrome 59.0,1600x900
rv:56.0|Windows 7|firefox 56.0|1366x768,rv:56.0,Windows 7,firefox 56.0,1366x768
SM-J327VPP Build/NRD90M|Android 7.0|chrome 62.0 for android|1280x720,SM-J327VPP Build/NRD90M,Android 7.0,chrome 62.0 for android,1280x720
LG-M320 Build/NRD90U|UNK|chrome 62.0 for android|UNK,LG-M320 Build/NRD90U,,chrome 62.0 for android,
Windows|Windows 10|chrome 58.0|1920x1080,Windows,Windows 10,chrome 58.0,1920x1080
SM-G610F|UNK|chrome 62.0 for android|UNK,SM-G610F,,chrome 62.0 for android,
Moto|UNK|chrome 62.0 for android|UNK,Moto,,chrome 62.0 for android,
Windows|Windows 7|chrome 55.0|1280x1024,Windows,Windows 7,chrome 55.0,1280x1024
rv:52.0|Mac OS X 10.13|firefox 52.0|2560x1600,rv:52.0,Mac OS X 10.13,firefox 52.0,2560x1600
rv:54.0|Mac OS X 10.11|firefox|2560x1440,rv:54.0,Mac OS X 10.11,firefox,2560x1440
Windows|Windows 10|edge 16.0|1600x1200,Windows,Windows 10,edge 16.0,1600x1200
SAMSUNG SM-J700M Build/MMB29K|UNK|samsung browser 4.0|UNK,SAMSUNG SM-J700M Build/MMB29K,,samsung browser 4.0,
MacOS|Mac|chrome 62.0|1680x1050,MacOS,Mac,chrome 62.0,1680x1050
QMV7A|Android 4.4.2|chrome 60.0 for android|UNK,QMV7A,Android 4.4.2,chrome 60.0 for android,
SM-T817V Build/NRD90M|Android 7.0|chrome 62.0 for android|2048x1536,SM-T817V Build/NRD90M,Android 7.0,chrome 62.0 for android,2048x1536
rv:57.0|Windows 7|firefox 57.0|1280x1024,rv:57.0,Windows 7,firefox 57.0,1280x1024
HTC Desire 530 Build/MMB29M|UNK|chrome 60.0 for android|UNK,HTC Desire 530 Build/MMB29M,,chrome 60.0 for android,
LG-LS998|Android 7.1.2|chrome 62.0 for android|UNK,LG-LS998,Android 7.1.2,chrome 62.0 for android,
Windows|Windows 7|chrome 58.0|1920x1200,Windows,Windows 7,chrome 58.0,1920x1200
Windows|Windows 8.1|chrome 61.0|1366x768,Windows,Windows 8.1,chrome 61.0,1366x768
Windows|Windows 7|chrome 60.0|1920x1080,Windows,Windows 7,chrome 60.0,1920x1080
Windows|Windows 7|chrome 63.0|1920x1080,Windows,Windows 7,chrome 63.0,1920x1080
MacOS|Mac OS X 10_10_5|safari generic|1366x768,MacOS,Mac OS X 10_10_5,safari generic,1366x768
Windows|Windows 7|chrome 56.0|1680x1050,Windows,Windows 7,chrome 56.0,1680x1050
Windows|Windows Vista|firefox 52.0|1024x768,Windows,Windows Vista,firefox 52.0,1024x768
rv:41.0|UNK|firefox|UNK,rv:41.0,,firefox,
GT-P5210 Build/JDQ39|UNK|chrome 62.0 for android|UNK,GT-P5210 Build/JDQ39,,chrome 62.0 for android,
Windows|Windows Vista|firefox 52.0|1440x900,Windows,Windows Vista,firefox 52.0,1440x900
SAMSUNG|Android|Samsung/SCH|1920x1080,SAMSUNG,Android,Samsung/SCH,1920x1080
SM-J730F|UNK|chrome 62.0 for android|UNK,SM-J730F,,chrome 62.0 for android,
Windows|Windows 10|firefox 57.0|1280x800,Windows,Windows 10,firefox 57.0,1280x800
MacOS|Mac OS X 10_11_3|chrome 62.0|2560x1440,MacOS,Mac OS X 10_11_3,chrome 62.0,2560x1440
Windows|Windows 10|edge 15.0|1152x864,Windows,Windows 10,edge 15.0,1152x864
KFJWI|Android|silk|1920x1200,KFJWI,Android,silk,1920x1200
iOS Device|iOS|mobile safari 8.0|1136x640,iOS Device,iOS,mobile safari 8.0,1136x640
Moto G (5) Plus Build/NPN25.137-83|Android 7.0|chrome generic|1920x1080,Moto G (5) Plus Build/NPN25.137-83,Android 7.0,chrome generic,1920x1080
MacOS|Mac OS X 10_12_3|chrome 62.0|1920x1080,MacOS,Mac OS X 10_12_3,chrome 62.0,1920x1080
SAMSUNG SM-G532M Build/MMB29T|UNK|Samsung/SM-G532M|UNK,SAMSUNG SM-G532M Build/MMB29T,,Samsung/SM-G532M,
Windows|Windows 8|chrome 62.0|1366x768,Windows,Windows 8,chrome 62.0,1366x768
Windows|Windows 8|firefox 57.0|1366x768,Windows,Windows 8,firefox 57.0,1366x768
MacOS|Mac OS X 10_12_4|safari generic|2560x1600,MacOS,Mac OS X 10_12_4,safari generic,2560x1600
HTC Desire 510 Build/KOT49H|Android 4.4.2|chrome 62.0 for android|855x480,HTC Desire 510 Build/KOT49H,Android 4.4.2,chrome 62.0 for android,855x480
Android|UNK|chrome generic|UNK,Android,,chrome generic,
MacOS|Mac OS X 10_10_5|chrome 60.0|1920x1080,MacOS,Mac OS X 10_10_5,chrome 60.0,1920x1080
iOS Device|iOS 11.2.0|mobile safari generic|1334x750,iOS Device,iOS 11.2.0,mobile safari generic,1334x750
LG-H810|Android 6.0|chrome 62.0 for android|2560x1440,LG-H810,Android 6.0,chrome 62.0 for android,2560x1440
UNK|Linux|chrome 62.0|1600x900,,Linux,chrome 62.0,1600x900
LG-H542 Build/MRA58K|UNK|chrome 54.0 for android|UNK,LG-H542 Build/MRA58K,,chrome 54.0 for android,
Moto G Play Build/MPIS24.241-15.3-7|UNK|chrome 58.0 for android|UNK,Moto G Play Build/MPIS24.241-15.3-7,,chrome 58.0 for android,
Moto G Play Build/MPIS24.241-15.3-7|UNK|chrome 59.0 for android|UNK,Moto G Play Build/MPIS24.241-15.3-7,,chrome 59.0 for android,
Trident/7.0|Windows 10|ie 11.0 for tablet|3000x2000,Trident/7.0,Windows 10,ie 11.0 for tablet,3000x2000
LG-K540 Build/MMB29M|Android 6.0.1|chrome 61.0 for android|1280x720,LG-K540 Build/MMB29M,Android 6.0.1,chrome 61.0 for android,1280x720
Windows|Windows Vista|aol|1024x768,Windows,Windows Vista,aol,1024x768
SM-G920P Build/NRD90M|Android 7.0|chrome 62.0 for android|2560x1440,SM-G920P Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440
Windows|UNK|chrome 63.0|UNK,Windows,,chrome 63.0,
Windows|Windows Vista|chrome 49.0|1152x864,Windows,Windows Vista,chrome 49.0,1152x864
UNK|UNK|chrome 63.0|UNK,,,chrome 63.0,
iOS Device|iOS 10.3.1|mobile safari 10.0|1136x640,iOS Device,iOS 10.3.1,mobile safari 10.0,1136x640
D6603 Build/23.5.A.1.291|UNK|chrome 61.0 for android|UNK,D6603 Build/23.5.A.1.291,,chrome 61.0 for android,
iOS Device|iOS|mobile safari 9.0|1024x768,iOS Device,iOS,mobile safari 9.0,1024x768
XT1650|Android 7.1.1|chrome 62.0 for android|2560x1440,XT1650,Android 7.1.1,chrome 62.0 for android,2560x1440
Windows|Windows 7|chrome 60.0|1600x900,Windows,Windows 7,chrome 60.0,1600x900
Windows|Windows 7|chrome 62.0|1536x864,Windows,Windows 7,chrome 62.0,1536x864
MacOS|Mac OS X 10_11_6|chrome 62.0|1600x900,MacOS,Mac OS X 10_11_6,chrome 62.0,1600x900
Windows|Windows 10|chrome 51.0|1366x768,Windows,Windows 10,chrome 51.0,1366x768
SM-G531H Build/LMY48B|UNK|chrome 55.0 for android|UNK,SM-G531H Build/LMY48B,,chrome 55.0 for android,
MacOS|Mac OS X 10_12_5|chrome 62.0|2880x1800,MacOS,Mac OS X 10_12_5,chrome 62.0,2880x1800
MacOS|Mac OS X 10_11_6|safari generic|4096x2304,MacOS,Mac OS X 10_11_6,safari generic,4096x2304
D5306 Build/19.4.A.0.182|UNK|chrome 54.0 for android|UNK,D5306 Build/19.4.A.0.182,,chrome 54.0 for android,
SM-G935V Build/NRD90M|Android 7.0|chrome 62.0 for android|2560x1440,SM-G935V Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440
MacOS|Mac OS X 10_10_5|chrome 62.0|2560x1600,MacOS,Mac OS X 10_10_5,chrome 62.0,2560x1600
QTASUN1 Build/NRD90M|Android 7.0|chrome 62.0 for android|1920x1200,QTASUN1 Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1200
LG-D693n Build/LRX22G|UNK|chrome generic|UNK,LG-D693n Build/LRX22G,,chrome generic,
SM-G930F Build/NRD90M|UNK|chrome 62.0 for android|UNK,SM-G930F Build/NRD90M,,chrome 62.0 for android,
Windows|Windows Vista|firefox 52.0|1920x1080,Windows,Windows Vista,firefox 52.0,1920x1080
SAMSUNG SM-G930A Build/NRD90M|Android 7.0|samsung browser 6.2|1920x1080,SAMSUNG SM-G930A Build/NRD90M,Android 7.0,samsung browser 6.2,1920x1080
